name,magnitude,x,y,z,spectra,color
HD 176638,4.740,11.946382,-42.277742,-39.689849,A0Vn,-0.027
Wo 9641,3.760,11.267032,-38.855390,-16.133344,K0III,1.012
NN 4095A,2.990,6.958810,-23.716532,6.099966,A0Vn,0.014
HD 177756,3.430,10.770638,-36.216543,-3.227659,B9Vn,-0.096
Gl 743.1A,4.230,3.945759,-13.231884,-10.428815,F7IV-V,0.523
Wo 9643,3.320,9.508483,-31.623153,-17.315060,K1/K2III,1.169
HD 177873,4.570,12.229963,-39.785308,-35.544936,K1III,1.070
HD 178253,4.110,9.052029,-28.941534,-23.610478,A0/A1V,0.042
Albaldah,2.880,43.714239,-139.143552,-56.055078,F2II/III,0.377
HD 178345,4.100,33.816393,-107.204136,-92.141229,K0II/IIICN.,1.163
HD 180711,3.070,3.534238,-10.788301,27.627312,G9III,0.990
HD 180163,4.430,104.385585,-313.073293,268.637487,B2.5IV,-0.150
HD 179950,4.860,26.782195,-78.290753,-39.036853,K0/K1III+..,0.569
HD 181984,4.450,4.161675,-12.163752,43.002444,K3III,1.257
HD 180554,4.760,75.616041,-218.930280,90.726612,B4IV,-0.058
HD 180809,4.350,65.631893,-189.618553,157.525070,K0II,1.258
HD 181276,3.800,7.497777,-21.439430,30.547504,K0III,0.950
HD 180540,4.880,46.423708,-131.763665,-47.975072,K0III,1.013
HD 181391,4.980,16.204706,-44.192747,-4.462499,G8III-IV...,0.937
HD 182564,4.600,9.950368,-27.092377,63.965175,A2IIIs,0.033
NN 4107,3.920,12.926473,-34.724544,-11.929933,F0III/IV,0.228
HD 181615,4.520,183.411949,-492.344290,-150.209092,F2p,0.079
HD 181454,3.960,24.213622,-64.216561,-67.345884,B9V,-0.085
HD 181623,4.270,10.367344,-27.285432,-28.985346,F2III,0.350
HD 181869,3.960,15.143928,-39.509870,-36.286833,B8V,-0.105
HD 182568,4.990,80.615025,-209.663862,127.717111,B3IV,-0.120
Gl 760,3.360,5.650026,-14.436012,0.843584,F0IV,0.319
HD 182835,4.640,320.519466,-808.322022,5.138372,F2Ib,0.576
HD 183439,4.440,31.268751,-76.712143,38.040745,M0 comp,1.502
HD 184006,3.760,8.790467,-21.299308,29.207404,A5Vn,0.148
Albireo,3.050,45.350466,-108.518380,62.430012,K3II+...,1.088
HD 184171,4.740,84.812094,-200.358656,149.268877,B3IV,-0.150
Gl 764,4.670,0.784452,-1.840016,5.396152,K0V,0.786
Wo 9661,4.450,13.058329,-30.000160,4.237222,K3III,1.176
Campbell's Hydrogen Star,10.000,34611.284098,-78889.844899,50778.453408,WC...,-0.013
HD 184127,4.880,30.630603,-69.435368,-84.579973,G9III,1.096
Gl 765A,4.490,4.792178,-10.707751,14.090766,F4V,0.395
HD 184707,4.590,21.600654,-48.115720,-24.463665,B8/B9V,-0.075
HD 184930,4.360,49.101431,-109.356067,-2.692266,B5III,-0.079
HD 184915,4.930,209.897982,-466.549626,-63.064577,B0.5III,-0.046
HD 185734,4.680,29.657091,-64.054037,41.005410,G8III-IV...,0.971
HD 185758,4.390,52.446573,-112.348474,40.319114,G0II,0.777
HD 185958,4.390,54.860279,-116.256022,40.472581,G8II,1.041
HD 186675,4.890,30.968275,-63.300259,53.789134,G8III,0.948
HD 186882,2.860,15.779435,-32.006459,35.848100,B9.5III,-0.002
Tarazed,2.720,53.215608,-106.431852,22.297682,K3II,1.507
HD 186648,4.870,26.814350,-53.569015,-21.521330,K0III,1.061
HD 187076,3.680,77.993677,-154.087523,57.900217,M2II + B6,1.313
HD 188119,3.840,6.964788,-13.643765,42.707954,G8III,0.888
Altair,0.760,2.355468,-4.487300,0.790749,A7IV-V,0.221
HD 187811,4.900,83.025513,-157.691194,74.219432,B2.5V,-0.153
HD 187929,3.870,199.669191,-373.661462,7.436940,F6Ibv SB,0.630
HD 188260,4.570,44.487071,-82.396016,41.846629,B9.5III,-0.047
HD 188310,4.710,26.612383,-48.887669,8.280414,K0III,1.023
HD 188114,4.120,20.007280,-36.369941,-37.203168,K0III,1.063
Alshain,3.710,6.563854,-11.925647,1.528534,G8IVvar,0.855
HD 189037,4.910,25.425469,-46.044014,68.395480,A4Vn,0.124
HD 188376,4.700,11.280499,-20.384256,-11.514028,G3/G5III,0.748
HD 188892,4.950,167.732556,-303.025518,275.368444,B5IV,-0.086
HD 189276,4.980,70.410013,-127.123777,240.387588,K5II-III,1.584
HD 188947,3.890,16.453496,-29.589591,23.780105,K0IIIvar,1.019
HD 188603,4.540,110.848419,-198.041135,-116.487313,K3III,1.462
Cygnus X-1,8.840,240.174990,-422.950898,343.128080,B0Ib,0.730
HD 189319,3.510,36.997433,-64.891610,26.440286,K5III,1.571
HD 189005,4.840,42.755999,-74.842869,-42.405153,G8II/III,0.882
HD 189103,4.370,64.765423,-112.475668,-91.815589,B2.5IV,-0.150
HD 188228,3.970,4.754832,-8.186656,-30.794025,A0V,-0.032
HD 189849,4.660,32.330025,-55.381221,33.744109,A4III,0.184
HD 189124,4.950,37.617287,-64.023795,-125.441295,M6III,1.356
HD 189763,4.430,62.107193,-104.748215,-63.960733,M4III,1.640
HD 190940,4.510,25.272265,-42.555784,121.728524,K3III,1.313
HD 189831,4.770,45.491792,-76.043130,-69.083591,K4III,1.417
HD 190056,4.990,38.996702,-64.692445,-47.304087,K1III/IV,1.208
HD 190421,4.930,105.437453,-169.745550,-264.033901,M1II,1.591
Gl 780,3.550,1.313772,-2.087713,-5.587991,G5IV-Vvar,0.751
HD 192907,4.380,10.954137,-17.379882,94.313317,B9III,-0.046
HD 191610,4.930,135.974862,-214.620058,190.341877,B2.5V,-0.139
HD 191692,3.240,47.588681,-73.769106,-1.258706,B9.5III,-0.066
HD 192514,4.800,70.407065,-107.081758,136.545862,A5IIIn,0.100
HD 192696,4.280,14.789098,-22.471970,40.748751,A3IV-Vn,0.114
HD 192577,3.800,102.254717,-155.030652,197.362343,K2II+...,1.270
HD 192425,4.940,24.533517,-36.968946,12.052766,A2V,0.072
HD 192640,4.930,18.935480,-28.464099,25.581078,A2V,0.151
HD 192685,4.790,152.562751,-227.755924,131.294561,B3V,-0.181
HD 192909,3.960,121.738655,-181.384936,240.194033,K3Ib-II comp,1.451
HD 192806,4.500,51.282167,-76.194551,48.453459,K3III,1.258
HD 192876,4.300,96.287073,-140.560798,-37.797433,G3Ib,0.928
HD 193237,4.770,44552.936147,-64954.352047,61611.427632,B2pe,0.377
HD 192947,3.580,17.945333,-26.097385,-7.047505,G6/G8III,0.883
HD 193432,4.770,43.612148,-61.902343,-17.146901,B9IV,-0.047
HD 193495,3.050,55.920163,-79.116953,-25.564218,A5:n,0.790
Sadr,2.230,249.318228,-348.795593,363.040966,F8Ib,0.673
HD 194317,4.430,38.085495,-52.487418,40.822262,K3III,1.331
Peacock,1.940,17.850262,-24.200974,-45.841245,B2IV,-0.118
Gl 791.1A,4.770,17.427785,-22.947733,-9.259200,F3V,0.386
HD 195295,4.010,123.449711,-161.764331,119.235866,F5II,0.404
HD 195725,4.210,11.538446,-15.094197,37.278593,A7III,0.199
HD 195135,4.910,37.179947,-48.607366,-3.084593,K2III,1.160
HD 195556,4.940,111.394275,-145.094477,210.070790,B2.5IV,-0.087
HD 195810,4.030,61.580495,-77.965441,19.858319,B6III,-0.123
HD 196093,4.610,430.589579,-541.795293,489.116345,K2Ib comp,1.593
HD 196180,4.640,40.925879,-50.852020,17.093240,A3V,0.120
HD 195627,4.750,8.571694,-10.624832,-24.209317,F1III,0.291
HD 196321,4.910,251.457146,-308.516947,-17.725279,K5II,1.606
HD 196524,3.640,18.994041,-23.134214,7.794139,F5IV,0.425
Gl 794.1,3.110,12.976855,-15.802893,-22.152943,K0III,0.998
HD 195961,4.860,17.590562,-21.417286,-51.108529,Fm delta Del,0.447
HD 196574,4.310,65.883837,-79.683729,-1.994498,G8III SB,0.949
HD 196724,4.810,42.445603,-51.252204,25.813199,A0V,-0.030
HD 196867,3.770,48.015095,-57.406003,21.335542,B9V,-0.057
Deneb,1.250,197.250632,-232.113407,307.600832,A2Ia,0.092
HD 197461,4.430,43.241717,-49.981753,17.801271,A7IIIp d Del,0.302
NN 4158,4.510,9.782490,-11.249611,-19.027319,A6:var,0.278
HD 197752,4.920,59.350450,-67.750673,42.519460,K2III,1.183
HD 197051,3.420,11.018527,-12.568841,-37.903223,A5IV,0.163
Gl 807,3.410,4.445240,-5.055924,12.575933,K0IV,0.912
Wo 9706,4.520,9.664508,-10.986162,23.038483,F8IV-V,0.535
HD 197912,4.220,35.061060,-39.747089,31.494379,K0III,1.051
Gl 805,4.130,8.799322,-9.937473,-6.266031,F5V,0.426
Gienah,2.480,12.262597,-13.834612,12.455654,K0III,1.021
HD 197964,4.270,24.733436,-27.794763,10.756074,K1IV,1.042
HD 198134,4.930,75.044759,-83.948328,77.024999,K3IIIvar,1.294
HD 198183,4.530,126.511034,-141.235517,140.257577,B6IV,-0.083
HD 198001,3.780,41.969653,-46.744809,-10.507937,A1V,0.000
HD 198026,4.430,119.516375,-133.042786,-15.733799,M3IIIvar,1.639
HD 198478,4.810,332.830260,-366.616188,514.801477,B3Ia,0.571
HD 198048,4.900,59.015725,-64.696943,-91.403048,K5III,1.494
HD 198232,4.890,65.133632,-71.100794,-64.501268,G8III,1.004
HD 198542,4.120,157.000892,-168.625944,-116.985158,K4III,1.633
NN 4168,4.560,35.115833,-37.614991,26.329381,G8III,0.835
HD 198743,4.730,32.579072,-34.737540,-7.528766,A3m,0.325
HD 199081,4.800,78.938613,-83.734012,112.641498,B5V,-0.134
HD 198700,3.670,67.818551,-70.961830,-159.891518,K0III,1.250
HD 199629,3.940,60.355787,-61.863108,75.574805,A1Vn,0.027
HD 200120,4.740,207.461280,-207.776645,320.662751,B1ne,-0.084
HD 199951,4.670,42.228148,-41.755060,-37.481056,G8III,0.890
Gl 816.2A,4.820,33.551285,-32.285712,-16.813990,A5V,0.169
HD 200905,3.720,134.394395,-128.732159,179.263939,K5Ibv SB,1.609
HD 200761,4.080,34.443471,-32.700737,-14.731739,A1V,-0.010
HD 201251,4.560,155.026624,-146.343339,233.868415,K4II,1.569
HD 200914,4.490,92.369811,-86.795805,-59.120502,K5/M0III,1.604
HD 201381,4.500,35.252969,-32.418434,-9.632275,G8III,0.926
HD 201601,4.700,26.379939,-24.100510,6.385059,F0p,0.262
HD 202109,3.210,28.278409,-25.253540,22.089851,G8II SB,0.990
Gl 822A,4.470,13.660962,-12.035259,3.212549,F5V+...,0.529
Gl 822.1A,3.740,12.034413,-10.573279,12.536148,F1IV,0.393
HD 202447,3.920,43.818116,-38.149671,5.336289,G0III+...,0.549
Lacaille 8760,6.690,2.330004,-2.003156,-2.476477,M1/M2V,1.397
HD 202850,4.220,518.898190,-445.473153,561.644945,B9Iab,0.098
HD 202904,4.410,122.732539,-104.899517,112.618423,B2Vne,-0.103
HD 202627,4.710,35.949472,-30.720552,-29.746948,A0V,0.070
Alderamin,2.450,5.276111,-4.483201,13.348778,A7IV-V,0.257
Wo 9733A,4.390,13.809188,-11.601000,-24.328550,A5V,0.191
HD 203006,4.800,35.152421,-29.298107,-39.513055,A2p,0.029
HD 203504,4.080,34.696699,-28.579725,16.187628,K1III,1.108
HD 203387,4.280,44.584575,-36.672187,-17.467386,G8III,0.888
Gl 827,4.210,3.025799,-2.397286,-8.418648,F6V,0.494
HD 204075,3.770,85.717547,-67.776385,-45.065401,G4Ibp...,1.002
HD 205021,3.230,55.219515,-42.886719,198.108029,B2IIIv SB,-0.201
HD 204381,4.500,38.479425,-29.868324,-19.490179,K0III,0.889
HD 204724,4.520,87.760474,-67.372469,48.426252,M1III,1.618
Sadalsuud,2.900,130.759282,-98.929336,-15.993766,G0Ib,0.828
HD 205435,3.980,21.314004,-15.774287,27.069852,G8III,0.885
HD 205512,4.870,44.739104,-32.871330,44.213932,K1III,1.085
HD 205637,4.510,247.694778,-178.182639,-107.847055,B3V:p,-0.180
HD 205767,4.680,44.132090,-31.551274,-7.483694,A7V,0.175
HD 206165,4.760,38108.124540,-27202.234555,88361.808809,B2Ib,0.246
NN 4209,3.690,37.793496,-26.440950,-13.804954,A7III:mp...,0.320
Gl 835.1,3.730,3.808297,-2.630174,-20.688835,K0III,1.008
HD 206952,4.550,14.765451,-10.155456,52.979213,K0III,1.108
HD 206672,4.690,273.366682,-187.713963,412.287993,B3IV,-0.119
HD 206453,4.720,70.458675,-48.127443,-29.157898,G8III,0.868
HD 206936,4.230,42908.717258,-29076.600569,85518.379993,M2Ia,2.242
Gl 836.6A,4.490,16.170769,-10.892651,10.693308,F6V,0.512
Enif,2.380,172.769915,-116.330918,36.257820,K2Ibvar,1.520
HD 206859,4.340,225.143738,-151.131247,84.718188,G5Ib,1.161
HD 206901,4.140,25.625802,-17.179996,14.811538,F5IV,0.425
HD 206742,4.350,43.645415,-29.177583,-34.127517,B9.5V,-0.053
HD 207260,4.250,40209.487965,-26753.385001,87563.996203,A2Iavar,0.474
HD 207330,4.230,184.716111,-121.343324,257.031565,B3III,-0.120
Gl 837,2.850,9.534405,-6.248606,-3.296196,A5mF2 (IV),0.180
HD 207971,3.000,43.853581,-26.892269,-39.280780,B8III,-0.084
HD 208450,4.400,28.500475,-16.801816,-47.236403,F0IV,0.297
Gl 845,4.690,1.732589,-0.966715,-3.030307,K5V,1.056
HD 209409,4.740,116.494982,-65.030775,-5.021272,B7IVe,-0.100
HD 209790,4.260,11.085515,-6.158030,26.739992,Am,0.379
HD 209747,4.860,72.833145,-39.677279,7.341645,K4III,1.443
Sadalmelik,2.950,140.987693,-76.722268,-0.896054,G2Ib,0.969
HD 209688,4.470,50.325213,-27.291744,-47.265364,M0III,1.349
HD 209819,4.290,45.868670,-24.791487,-12.874003,B8V,-0.075
Gl 848,3.770,9.335368,-5.015491,5.019565,F5V,0.435
Alnair,1.730,18.672505,-9.904001,-22.635193,B7IV,-0.070
HD 210049,4.500,30.872906,-16.349212,-22.676862,A2V,0.054
HD 210066,4.990,95.234327,-50.406849,-72.799456,K4III,1.499
HD 210807,4.790,32.521719,-16.964526,115.221156,G8III,0.919
HD 210459,4.280,59.869583,-31.170316,44.132705,F5III,0.471
Gl 849.1,4.940,13.670951,-7.105556,-9.833820,F6V,0.489
Wo 9771,3.520,24.963846,-12.967714,3.054948,A2V,0.086
HD 210745,3.390,120.077626,-61.940455,217.924077,K1Ibv SB,1.558
HD 211073,4.500,101.809342,-50.827490,94.521870,K3III,1.385
NN 4266,4.180,12.783283,-6.301488,21.982833,F0IV,0.278
HD 211088,4.790,56.798164,-27.820419,-55.654028,G8III+...,0.790
HD 211388,4.140,135.358669,-66.041055,116.609456,K3III,1.447
HD 211391,4.170,51.269356,-24.775209,-7.783126,G8III-IV,0.979
HD 211416,2.870,27.447381,-13.018072,-53.171301,K3III,1.390
HD 212120,4.550,106.247601,-48.966326,123.437598,B6V,-0.100
HD 212097,4.780,170.551740,-78.334781,101.184951,B9III,-0.010
HD 212076,4.820,442.059074,-202.581995,105.180739,B2IV-V,-0.132
Wo 9779,3.860,45.635919,-20.880207,-1.215412,A0V,-0.057
HD 212496,4.420,29.133552,-13.038111,41.191488,G9III,1.015
HD 212593,4.550,409.779602,-181.340137,524.233161,B9Iab,0.092
HD 212571,4.800,219.552367,-96.288728,5.764477,B1Ve,-0.171
HD 212581,4.510,29.925359,-12.805506,-69.696999,B8V,-0.029
HD 212943,4.780,41.709159,-17.734844,3.722780,K0III,1.039
Kruger 60,9.590,1.968033,-0.835470,3.381486,M2V,1.613
HD 213051,3.650,25.969719,-10.912416,-0.009819,F3III-IV,0.406
HD 213306,4.070,128.159892,-53.629433,225.959019,G2Ibvar,0.778
HD 213009,3.970,63.502865,-26.541175,-65.303513,G6/G8III,1.022
HD 213310,4.340,313.722880,-130.702078,373.591880,M0II,1.679
HD 213080,4.120,67.519535,-28.051340,-69.990239,M4.5IIIa,1.570
HD 213420,4.520,355.219533,-146.251994,359.774490,B2IV,-0.086
HD 213320,4.820,80.722934,-33.169888,-16.455466,A0IVs,-0.053
HD 213558,3.760,18.613691,-7.587422,24.196371,A1V,0.031
HD 213398,4.290,34.265767,-13.930345,-23.425222,A1V,0.011
HD 213442,4.910,38.817291,-15.486322,-78.541021,M4III,1.612
HD 213998,4.040,47.996240,-18.578858,-0.105543,B9IV-Vn,-0.083
HD 214454,4.640,30.627298,-11.546584,41.215794,A8IV,0.254
HD 214680,4.890,385.660924,-141.778467,333.334309,O9V,-0.207
HD 214868,4.500,68.709152,-24.833610,71.236583,K3III,1.318
HD 214748,4.180,125.047058,-45.108691,-67.860991,B8V,-0.105
HD 214923,3.410,57.962157,-20.678728,11.774377,B8.5V,-0.086
HD 214994,4.800,75.245294,-26.735649,44.825936,A1IV,-0.013
HD 214952,2.070,34.993484,-12.277259,-39.608199,M5III,1.610
Matar,2.930,53.599160,-18.717064,33.070991,G2II-III..,0.852
HD 215104,4.840,50.039230,-17.352188,-46.716271,K0III,1.027
HD 215167,4.680,118.772577,-41.136110,-42.864267,K3III,1.358
Babcock's star,8.830,53443.383418,-18369.410721,82500.724352,A0p,0.031
HD 215369,4.840,71.727719,-24.128117,-102.272256,K2IIICNIV,1.180
HD 214846,4.130,6.504421,-2.174504,-45.250032,A9IV/V,0.208
NN 4295,3.970,97.414069,-32.343370,44.770388,G8II-III,1.070
Gl 872A,4.200,15.122785,-5.009216,3.436474,F7V,0.502
HD 216446,4.770,10.882454,-3.563012,95.376284,K3III,1.257
Wo 9796,3.490,23.513371,-7.577057,-30.854309,A3V,0.083
HD 216032,4.050,90.212520,-28.620692,-22.883854,K5III,1.570
HD 216228,3.500,13.598133,-4.308340,32.342180,K0III,1.053
NN 4298,3.510,28.209183,-8.893887,13.542862,M2III,0.933
HD 216397,4.950,69.377949,-21.199742,68.392326,M0III,1.559
Wo 9800A,4.460,53.085686,-16.096898,-35.853148,A0III,-0.037
HD 216386,3.730,112.009754,-33.916636,-15.573012,M2IIIvar,1.626
HD 217382,4.700,10.306597,-3.032609,108.520824,K4III,1.418
HD 216627,3.270,45.459019,-13.325406,-13.423467,A3V,0.066
HD 216735,4.910,90.811562,-26.371220,14.666464,A1V,-0.003
HD 216763,4.200,38.294356,-10.990075,-25.419746,G8III,0.952
HD 216946,4.990,304.725766,-86.755537,374.042528,K5Ibvar,1.778
Fomalhaut,1.170,6.450517,-1.799476,-3.807757,A3V,0.145
HD 217364,4.110,19.533046,-5.153542,-26.570247,G8III,0.960
HD 217675,3.620,150.676276,-39.022904,141.757338,B6pv SB,-0.099
Scheat,2.440,51.433435,-12.877612,28.290136,M2II-IIIvar,1.655
HD 217891,4.480,121.152668,-30.275882,8.338293,B6Ve,-0.115
HD 218031,4.640,33.756150,-8.387722,41.528947,K0III,1.058
Markab,2.490,38.311434,-9.417123,10.722722,B9.5III,-0.002
Lacaille 9352,7.350,2.581532,-0.621353,-1.918773,M2/M3V,1.483
HD 218376,4.840,171.281673,-40.636373,297.895304,B0.5IV,-0.060
HD 218240,4.480,59.065055,-13.994841,-26.700102,G8III,0.892
HD 218227,4.280,28.537790,-6.735685,-27.845269,F5me...,0.423
HD 218329,4.540,96.803108,-22.792177,16.480786,M2III,1.559
HD 218356,4.760,159.508154,-37.476686,78.041820,K0IIp,1.285
HD 218658,4.410,18.592192,-4.301103,73.196097,G2III,0.802
HD 218594,3.680,75.510914,-16.931759,-29.973162,K1III,1.202
Wo 9812A,4.710,139.440760,-30.967540,-59.041698,A3IV:,0.674
HD 218670,3.880,38.629453,-8.500488,-39.895777,K0III SB,0.998
Gl 891.1,4.530,15.657659,-3.288881,18.670848,F0V,0.302
HD 219215,4.220,60.393261,-12.198628,-6.529062,M2III,1.545
Gl 893.2A,4.240,44.520534,-8.675776,-7.255216,K0III,1.107
HD 219576,4.930,182.971432,-34.863134,-25.271516,M3III,1.613
HD 219615,3.700,41.496215,-7.847237,2.421966,G7III,0.916
Wo 9818,3.990,11.929297,-2.241691,-19.604030,F1III,0.410
HD 219734,4.820,111.354244,-20.766915,130.377297,M2III,1.668
HD 219688,4.410,119.529341,-22.205470,-19.652688,B5Vn,-0.144
HD 219916,4.750,22.835788,-4.167994,57.777604,K0III,0.836
Wo 9821,4.410,46.342019,-8.416758,-30.043133,K1III,1.109
HD 219832,4.990,77.802657,-14.082589,-13.388422,A0V,-0.022
HD 220061,4.580,44.715629,-7.756411,19.960021,A5V,0.180
HD 220321,3.960,46.435798,-7.568697,-17.217874,K0III,1.082
HD 220652,4.960,110.757542,-17.127515,213.313986,M1III,1.676
HD 220657,4.420,47.401961,-7.215479,20.753020,F8IV,0.617
HD 220704,4.380,80.412869,-12.001128,-30.628032,K4III,1.460
HD 220825,4.950,46.558610,-6.764661,1.031187,A0p,0.036
HD 220954,4.270,44.814124,-6.304546,5.059407,K1III,1.062
HD 221115,4.540,51.821950,-7.016980,11.843245,G8III,0.939
HD 221253,4.890,98.536357,-12.958414,162.492475,B3IV,-0.122
HD 221507,4.380,41.860861,-4.959933,-32.719276,B9.5IVMNpe.,-0.095
HD 221565,4.700,83.507895,-9.781460,-32.130963,A0V,0.020
HD 221673,4.970,142.881771,-16.308926,87.524488,K4III,1.383
HD 221760,4.690,55.802714,-6.092649,-51.645428,A2V,0.078
Wo 9832,3.810,18.103691,-1.777950,19.141071,G8III-IV,0.984
HD 222095,4.740,42.832080,-4.152573,-43.778910,A2V,0.082
HD 222173,4.290,111.002171,-10.621481,104.963685,B8V,-0.083
Gl 903,3.210,3.008186,-0.271815,13.774751,K1IV,1.031
HD 222345,4.970,42.091623,-3.722431,-10.709792,A7IV,0.257
Gl 904,4.130,13.595494,-1.192399,1.344490,F7V,0.507
HD 222439,4.150,36.792238,-3.152838,36.078346,B9IVn,-0.071
HD 222574,4.820,243.966266,-19.453971,-78.655541,G2Ib/II,0.822
HD 222603,4.490,32.574530,-2.556983,1.015452,A7V,0.200
Wo 9836A,4.490,43.952667,-3.319784,-11.436173,B9V,-0.032
HD 222842,4.930,59.794903,-4.183514,33.721950,K0III,0.935
HD 223047,4.970,211.717898,-12.917595,222.897019,G5Ib,1.086
HD 223075,4.950,274.487661,-16.317261,16.754489,C5II,2.508
HD 223165,4.880,27.701517,-1.566024,45.547715,K1III,1.122
HD 223352,4.590,37.119774,-1.795041,-19.868511,A0V,0.001
HD 224014,4.510,53714.738509,-1316.542429,84338.564761,F8Iavar,1.190
HD 224427,4.630,132.148690,-1.292351,62.022416,M3III,1.584
HD 224533,4.880,71.751083,-0.415466,-4.458933,G9III,0.930
HD 224572,4.880,56272.856561,-243.331549,82663.815427,B1V...,-0.071
HD 224617,4.030,31.760437,-0.095415,3.822824,F4IV,0.419
HD 224686,4.490,47.307584,-0.017275,-104.178453,B9IV,-0.075
p Eridani,5.800,4.110128,1.912046,-6.770100,K2 V,0.86
Gl 194B,0.960,1.689045,8.828648,9.308413,G0 III,
Gl 278B,2.850,-5.383676,12.292323,8.349873,A m,
Gl 351B,4.650,-11.226498,8.559845,-12.042884,F0 IV,
Gl 423A,4.330,-8.730890,1.610966,5.446747,G0 Ve,0.59
Gl 423B,4.800,-8.730989,1.610983,5.446808,G0 Ve,
Gl 482B,3.520,-11.630574,-2.137246,-0.299172,F0 V,
NN 3784B,3.950,-12.960884,-4.971592,19.766651,A1 m,0.13
Wo 9540A,4.840,-11.530023,-20.879358,-4.798287,F6 IV-V,0.45
Gl 656.1B,3.400,-5.334832,-24.247587,-6.991291,A3 V,
